year,field,original_field,keys,is_tt,rank,headline,text,count
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, assistant_prof",TRUE,assistant_prof,Coastal Carolina,"Coastal Carolina
Assistant Professor Internal Title: Assistant Professor of Art History Department: ART - Art Job Details: Assistant Professor of Art History. The Department of Visual Arts at Coastal Carolina University seeks applications for a tenure-track position as Assistant Professor of Art History to begin August 2012. Candidates should be broadly trained in Western art history, with a primary research area focused on Renaissance material culture. Responsibilities will include teaching a range of topics on Medieval, Renaissance, Baroque, and eighteenth-century art and/or architecture, as well as survey courses, and the development of upper level courses in the candidate's area(s) of interest. Salary is nationally competitive. The successful applicant must hold the Ph.D. in art history at the time of employment. Undergraduate teaching experience beyond assistantships is mandatory. A strong record of scholarly activity, including professional presentations and publications, is expected. Experience leading study abroad programs a plus.
Review begins Oct. 28
Initial Interview: 11/4 via phone
Campus Interview: Invited for campus interview early dec. x1
Rejection: snail mail letter 12-27 x 2; have a feeling there was an inside candidate X 2; there was.
Offer:

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, assistant_prof",TRUE,assistant_prof,Columbia University,"Columbia University
Art Historian, Southern Europe 1300-1700 Assistant professor, tenure track. Candidates will be expected to sustain an active research and publication agenda while teaching in both the undergraduate and graduate programs. Applications must be filed online at https://academicjobs.columbia.edu/applicants/Central?quickFind=55489 and should include a cover letter, a current CV, a writing sample of no more than twenty-five pages, and three letters of recommendation. The department will begin screening files on December 15th, 2011 and will hold interviews at CAA in February.
First Round Interview: any news on this front? (1/26) CAA interview scheduled 2/3 via email (x2)
Rejection:
Campus Interview: Any news here (3/1)? Campus visit scheduled for the end of March (2/29 x 2)
Offer: Any news (4/1)? x2
Has an offer been made? yes, an offer was made... - Was the offer accepted? - No idea....
No word on a hire? Do they have another failed search like the one last year?

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,tt,TRUE,assistant_prof,"Concordia University, Montreal - Early Modern","Concordia University, Montreal - Early Modern
Concordia University's Department of Art History invites applications for one tenure-track position in the field of Early Modern Art History for July 1, 2012. The department is committed to a curriculum that actively acknowledges the diversity of methods in the fields of art history and theory. We are interested in art historians who can examine Early Modern art and visual culture (c. 1300 to 1800) from new interdisciplinary perspectives, within a global context, and across a range of media. We welcome applicants with expertise in non-European art history. The successful candidate will be expected to teach undergraduate and graduate courses and, from the outset, to supervise both MA and PhD students. Our MA program focuses on the art, visual culture, and built environment of North America, while students in our inter-university PhD program pursue a wide range of doctoral projects that are international, historically-diverse, and theoretically-informed. The candidate will be expected to participate in university service involving committee and administrative work. Although classes are taught in English, fluency in spoken and written French would be considered an asset. Applicants should possess a completed PhD, teaching experience at the post-secondary level, a demonstrated ability to conduct and disseminate innovative research, and administrative experience and committee service. Submissions should consist of a letter of application; an up-to-date curriculum vitae; a statement of teaching philosophy and interests; evidence of teaching effectiveness (including course syllabi and evaluations); a research statement and writing sample; and the names and contact information of three referees.
Applications should be submitted on or before November 1, 2011
Initial Interview:
Campus Interview:
Rejection:
Offer: Made and accepted. (No preliminary interviews? Inside candidate?) ""Made and accepted"" was posted earlier and up as late as Jan. 3, but was later deleted. -- does anybody know what is going on in Montreal? (1/8) x2. I don't think ""Made and accepted"" should have been deleted; I heard the hire has indeed been made.
... I think the problem is that when only the end result of the process is shared, this wiki risks becoming a job offer announcement page. And that seems to go against the spirit of the wiki.
The spirit of the wiki is low this year. (x4)

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, assistant_prof",TRUE,assistant_prof,"College of Charleston, Charleston, SC","College of Charleston, Charleston, SC
The art history department at the College of Charleston invites applications for a full-time, tenure track Assistant Professor in the art of Renaissance/Baroque, beginning August, 2012. The candidate should be able to teach the introductory survey course, upper level courses and topics seminars in area of specialization, and a methodologies and research seminar. The teaching load is 3/3, and the candidate will be expected to advise students, participate in service, and maintain an active research program with publications. We seek a colleague committed to undergraduate teaching at a liberal arts institution. Requirements: Ph.D., prior teaching experience, and evidence of professional accomplishment is required. Letter of application, CV, unofficial grad transcripts, and 3 letters of reference should be submitted at http://jobs.cofc.edu. Review of applications will begin February 1, 2012, with preliminary interviews to be scheduled in late February. Please advise if you will be attending CAA.
Initial Interview: Request for a skype interview via email (2/13) (x3)
Campus Interview: Invited by e-mail (3/12) (x2)
Rejection: rejection email (standard but kind) 2/28 (x4)
Offer: (4/12) offer made and pending. (4/16) offer declined.
Search failed: two offers made, both declined.
Any insight into the two declined offers? The search has been reopened for 2012-13. Low pay and unclear tenure expectations.

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,,unknown,unknown,"Elon University, NC","Elon University, NC
Deadline: January 27
Interview:
Rejection:
Offer:


",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, lecturer, assistant_prof, associate_prof",TRUE,"assistant_prof, associate_prof","Grinnell College, Grinnell, IA","Grinnell College, Grinnell, IA
Tenure-track position in the Department of Art (European Medieval/Early Modern Art History), starting Fall 2012. Assistant Professor (Ph.D.) preferred; Instructor (ABD) or Associate Professor possible. Grinnell College is a highly selective undergraduate liberal arts college. Art history and studio art form a combined program emphasizing interdisciplinary approaches.The teaching schedule of five courses over two semesters in the first year will include three courses in the candidate's area(s) of specialization and two sections of the thematic and cross-cultural introduction to art history. In subsequent years there will be the option of teaching (in rotation with other art history faculty) an exhibition seminar or senior seminar. Every few years one course will be a Tutorial (a writing/critical thinking course for first-year students, oriented toward a special topic of the instructor's choice). Applications should be submitted by Dec. 1.
ANY word on this one? (12/20)
Initial Interview: CAA interview scheduled Jan. 9 by email (x3). Do you mind telling us how you were contacted?
Campus Interview: Any news? Campus visit scheduled by email (2/28)
Rejection: impersonal email with no salutation sent to a mass list of undisclosed recipients (4/24); x3 and emailed from HR, not the department. Very poor form.
Offer: has an offer gone out? much obliged -- Offer made and accepted by an early modernist (posted 4/5)

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, assistant_prof",TRUE,assistant_prof,"Hobart and William Smith Colleges, Geneva, NY","Hobart and William Smith Colleges, Geneva, NY
Hobart and William Smith Colleges invite applications for a tenure-track position as an Assistant Professor in Early Modern European Art and Architecture, beginning Fall 2012. Preference will be given to candidates prepared to teach broadly in the arts of Europe and with a research specialization in painting or sculpture. Additional teaching interest in an outside field or period complementing those of current department members is desirable (e.g., African-American, African, Pre-Columbian). We seek an enthusiastic colleague with broad competencies that will allow work with faculty from other departments in our general curriculum and cross-listing of courses with our interdisciplinary programs (see catalogue: these include, for example, Womenƒ??s Studies, European Studies, Africana Studies, Environmental Studies, Media and Society). The Department encourages participation in Global Education programs. Ph.D. preferred, ABD considered. The teaching load is five courses per year, one of which will be a 100-level survey course. Successful candidates will show an ability to offer relevant intermediate and upper-division courses, including capstone courses, and to participate in the First Year Seminar program.
Deadline for completion of applications is January 15, 2012. Preliminary interviews will be conducted via Skype. Applicants should send a letter of interest, CV, teaching and research statements, and arrange for three letters of recommendation to be sent under separate cover to:
Professor Michael Tinkler, Department ChairEarly Modern Search CommitteeDepartment of Art and ArchitectureHobart and William Smith CollegesGeneva, NY 14456EOE
Contact: Email confirming complete application 1-9; same 1/25 (x4)
Email confirming that skype interivews will take place in the upcoming future 2.13 (x2)
First Round Interview: Request for a skype interview via email (2/13) (x4)
Rejection: letter by mail 2/21; noted there were over 50 applicants (x3)
Campus Interview: request of on campus interview via email 3/4 x3
Offer: Any news? Offer made and accepted on 4/6 by Liliana Leopardi, Ph.D. (currently at Chapman University - be on the lookout for this job posting next year)


",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,tt,FALSE,vap,"Hood College, Frederick, MD","Hood College, Frederick, MD
The Department of Art & Archaeology at Hood College is seeking a part-time non-tenure-track sabbatical leave replacement in art history and/or archaeology for the 2012-2013 academic year. The candidate should have a specialization in primarily western art, from antiquity to the early Renaissance.
The candidate would teach two courses per semester: two sections of Art 220: Art History I (Ancient to Early Renaissance) in the fall semester, and Art 350: Classical Art & Archaeology and Art 351: Medieval Art in the spring semester. The fall courses have already been scheduled for TR 9:55-11:10 and 2:00-3:15. One section enrolls 35 and is open to all levels, the other enrolls 20 and is for freshmen only; this latter section may participate in the collegeƒ??s IPad-in-the-classroom pilot program (based on the interests of the candidate). 
The compensation for the position is $23,000 plus benefits; the candidate would also be eligible for travel and research funding from the college.
Applicants should send a cover letter and CV with the names of at least three references to Genevieve Gessert, Chair of the Department of Art and Archaeology immediately for consideration. Materials will be accepted electronically only, at gessert@hood.edu. Minimum qualification: completion of an MA in Art History or Archaeology, with a focus in the period described above. 
Review of applications to begin April 26, 2012, and will continue until the position is filled.
Interview:
Offer:

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, assistant_prof",TRUE,assistant_prof,Kutztown University of Pennsylvania,"Kutztown University of Pennsylvania
Assistant Professor (Fine Arts Department), Kutztown University (Kutztown, PA): Tenure-track position in the history of European Renaissance and Baroque Art to begin Fall 2012. The successful candidate will teach Art History surveys A and B (Ancient to Medieval AND Renaissance to Modern), and upper division courses as assigned. Ph.D. in Art History or related field, three academic years of teaching or equivalent professional experience, and a record of scholarly accomplishments are required.
Review of applications to begin April 16, 2012, and will continue until the position is filled.
Interview:
Offer:

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, assistant_prof",TRUE,assistant_prof,Lawrence University,"Lawrence University
Tenure Track Position Art History The Department of Art and Art History, Lawrence University, invites applications for the position of Assistant Professor, tenure-track, of Renaissance art, with a secondary specialization in Medieval. The candidate should be able to teach the introductory survey course, intermediate courses and topics seminars in area of specialization, and a methodologies and research seminar. Ability to teach a non-Western or cross-cultural course is an asset. Periodic teaching in Freshman Studies, the universitys first-year, multidisciplinary humanities course, is also required. Three-term calendar, two courses per term.
Application deadline: December 1, 2011.
First Round Interview: confirmation letter states that they will make appts. for CAA interviews in early Jan.

Phone call to set up CAA interview - Jan. 5 (x9)
Rejection:
Campus Interview: invited for campus interview - Feb 29
Offer: Has an offer gone out? I have heard nothing (4/17) Did this search ever conclude? (5/8) Offer was made and declined in April. (5/9) i believe an offer has been made.

Offer made and accepted by Ben Tilghman (5/23)
",1
2011,Ancient Art,"Ancient Mediterranean and Near East, Art and Archaeology","tt, assistant_prof",TRUE,assistant_prof,University of Michigan-Ann Arbor - Mediterranean,"University of Michigan-Ann Arbor - Mediterranean
The Department of the History of Art invites applications for a full-time, tenure-track position in the art and visual culture of the Mediterranean region. Rank: Assistant Professor with university-year appointment; the appointment may also be made at the early Associate level. Start: September 2012.
First Round Interview: 1

Has anyone been contacted for an interview and if so on what date were you contacted?
Rejection:
Campus Interview: campus visits sceduled for February.

Campus visits concluded 2/17/12.
Offer: E-mail stating an offer has been made and the search ""is concluding"" (3/7)
Offer accepted (4/12)

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, assistant_prof",TRUE,assistant_prof,"Mills College, Oakland, CA","Mills College, Oakland, CA
The Department of Art and Art History at Mills College invites applications for an Assistant Professor, full time, tenure-track, in Early Modern art history and theory, to begin August 2012. We seek candidates with expertise in European Mediaeval, Renaissance, or Baroque art, who are also conversant with the global reach of art during these periods in the Americas, Africa, Asia, or the Islamic worlds. The applicant must have a Ph.D. in the History of Art, and must demonstrate a strong record of excellence in research and teaching. The successful candidate will be expected to play an important role in undergraduate academic programs both within the department and the college at large, serve on department and college committees, and maintain a program of scholarly activity. Applications are to include curriculum vitae, a statement outlining current and future research interests, examples of publications, and materials relevant to teaching experience. Applicants must also provide the names, addresses, and email contacts for three professional references. Review of candidates will begin on September 30, 2011. Applications will be accepted until the position is filled. In order to apply, please go to: http://mills.interviewexchange.com/candapply.jsp?JOBID=26900
First Round Interview:
Rejection: email 2/13
Campus Interview: - Invited for campus interview late November. (11/16/2011). *Congratulations! May I ask whether there was a preliminary round of screening (phone, skype, and if so, when) or whether this was a direct-to-campus invitation? Direct to campus interview. My understanding is that they've scheduled campus visits for three candidates.
Offer: In the interest of more updates, I heard an offer was made and accepted on this one. Confirmed - offer made and accepted.

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"non_tt, vap, assistant_prof",FALSE,vap,"Oberlin College, Oberlin, OH ","Oberlin College, Oberlin, OH 
Position: Visiting Assistant Professor, full-time non-continuing faculty position with load of five courses in the general area of Renaissance and Baroque Art. The Department welcomes applications from candidates whose research specialty and teaching interests lie in any region or period of Renaissance and Baroque art.
Deadline: January 31
Letter received confirming application. Says interviews will take place *after* CAA. (2/7) (x2)
First Round Interview: Email request for telephone/skype interview in mid-March (2/22) (x3)
Rejection:
Campus Interview:
Offer: Offer made and accepted

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, assistant_prof, associate_prof",TRUE,"assistant_prof, associate_prof","Oklahoma State University, Stillwater, OK","Oklahoma State University, Stillwater, OK
POSITION: Oklahoma State University in Stillwater invites applications for a full-time, tenure track Assistant Professor in the art of Early Modern Europe (1500-1800). Especially well-qualified applicants may be considered at the rank of Associate Professor. The successful candidate will participate in a new MA degree program in Art History that focuses on global connections and cross-cultural influences. Therefore, a candidate will possibly be a Renaissance and/or Baroque scholar with demonstrated research interest in Europeƒ??s interaction with the non-European and/or non-Christian world. Specializations may include the Reformation or Counter-Reformation, print culture, the growth of nation states, the Enlightenment, Atlantic history, and/or global diasporas. Teaching responsibilities will include upper division undergraduate and graduate courses as well as lower division survey courses. The successful candidate will be expected to advise students and participate in thesis committees
Deadline: November 11, 2011
First Round Interview: 1/2 CAA invite (x1); in my case, a phone call (Jan. 20)
Anyone heard anything since they re-advertised on January 17? (2/8) No. (2/15)
Rejection:
Campus Interview: Invited for capus interview - Feb 29
Offer: made and accepted (ca. 3/25)

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, assistant_prof",TRUE,assistant_prof,"Tulane University, New Orleans, LA","Tulane University, New Orleans, LA
The Newcomb Art Department of Tulane University in New Orleans seeks to appoint an Assistant Professor of Early Modern/Baroque Art (tenure-track). The successful candidate will demonstrate potential for innovative research and teaching. Previous teaching experience and established publication record strongly desirable. Appointment begins July 1, 2012. The Newcomb Art Department faculty enjoy a supportive and collegial environment, flexibility in course offerings, accomplished and engaged graduate and undergraduate students, and small class sizes. The position is supported by research and funding resources at Tulane and in New Orleans.
Deadline: December 1
First Round Interview: CAA interview scheduled by email 1/18 x2 [1/25 x1; post EEOC]
Rejection: received (3/26). Rec'd personalized, very gracious rejection letter announcing search conclusion; Tulane is a class act. (5/4)
Campus Interview: Any news on this one (3/1)?
Offer: made and accepted by Stephanie Porras.

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, vap, assistant_prof",TRUE,assistant_prof,University of Alabama,"University of Alabama
The Department of Art and Art History seeks to appoint an Assistant Professor of Medieval/Renaissance Art (tenure track) beginning Fall 2012. Responsibilities include teaching undergraduate courses in Medieval and Renaissance Art and graduate seminars in area of specialization; advising students; participating actively in the graduate program; developing and maintaining a strong record of scholarly research with publications; engaging in departmental, college, and university service.
Required Qualifications: Ph.D. in Medieval or Renaissance Art with demonstrated ability to impart instruction in both areas; record of successful teaching and its assessment; commitment to integrating new technology in the classroom; evidence of ongoing research. Desired Qualifications: Experience in developing and teaching undergraduate courses in Medieval and Renaissance Art and encouraging interactive classroom learning; active professional record with scholarly publications.
Please submit applications online by visiting our application website at http://facultyjobs.ua.edu. Upload letter of application and c.v. with contact information for three professional references. Questions about this search should be directed to the Search Chair, Professor Mindy Nancarrow, mnanc@bama.ua.edu. Review of applications will begin 1/09/12 and continue until the position is filled.
First Round Interview: [from listing under Medieval heading: Request for phone interview (1/13) x3]
Rejection:
Campus Interview:
Offer: per other entry under Medieval, an offer was made

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,,TRUE,assistant_prof,University of Bristol (United Kingdom),"University of Bristol (United Kingdom)
Lectureship in the History of Art in any area of specialty from 1400-1900.
Closing Date, 12 January 2012
First Round Interview:
Rejection:
Campus Interview:
Offer:

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, assistant_prof, associate_prof",TRUE,"assistant_prof, associate_prof",University of British Columbia,"University of British Columbia
The Department of Art History, Visual Art and Theory at the University of British Columbia (http://www.ahva.ubc.ca/) invites applications for a full-time position to begin July 1, 2012. The position is expected to be filled at the rank of tenure-track Assistant Professor, although outstanding candidates may be considered for appointment at the Associate Professor rank. The position will entail regular teaching and advising duties for undergraduate and graduate art history courses. The successful candidate will be expected to maintain an active program of publication, teaching at the undergraduate and graduate levels, graduate supervision, and service.
Deadline: January 6
Anything here? (2/6) Has anyone heard anything from UBC? (2/28)? Candidate lectures are in process as of (3/6)
First Round Interview:
Rejection:
Campus Interview:
Offer: Appears to have failed. A new Modernist hire is listed on the UBC AHVA website, but the Early Modern search doesn't appear to have been successful.

",1
2011,Modern / Contemporary Art,"Contemporary Art, Modern Art, Architecture, & Design","tt, assistant_prof",TRUE,assistant_prof,University of Pittsburgh - Modern and Contemporary,"University of Pittsburgh - Modern and Contemporary
The department of History of Art and Architecture at the University of Pittsburgh seeks to hire an assistant professor in the tenure stream, in any field or regional specialty within modern and contemporary studies.
Deadline: December 1.
First Round Interview: Skype interviews are currently being scheduled (1/20) can you elaborate? Skype interviews are being conducted later next week. They most likely are all sceduled at this point (1/21). Thank you.
Rejection: Formal rejection letter received by mail (2/3) x6
Campus Interview:
Offer:Offered and accepted by mid-March JENNIFER JOSTEN

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, lecturer",FALSE,lecturer,University of Massachusetts at Dartmouth,"University of Massachusetts at Dartmouth
Full-Time Lecturer in Art History with the possibility of renewal. Appointment to begin September 1, 2012. Responsibilities include: offering standard introductory western art history classes and teaching upper level undergraduate courses in ancient, medieval, and/or Renaissance art and architecture.
Minimal Qualifications: Masterƒ??s in Art History, teaching experience, demonstrable ability to offer courses in the fields identified above. Preferred qualifications: PhD (ABD considered), specialization in ancient, medieval, or Renaissance art and architecture, positive teaching experience, scholarly publications.
Send application letter (including teaching philosophy and discussion of qualifications), curriculum vitae, three signed and original letters of reference, examples of syllabi and other course materials to: Art History Search, College of Visual and Performing Arts, University of Massachusetts Dartmouth, 285 Old Westport Road, North Dartmouth, MA 02747. Applicants should also complete a university Employment Application available at this URL: http://www.umassd.edu/hr/forms.cfm. The review of applications will begin January 13, 2012, and continue until the position is filled.
First Round Interview: call to schedule phone interview for the week of Feb. 20-24 on 2/17, 2/21 X 3
Rejection: rejection email 3/15
A copy of the rejection, sent without a salutation: ""On behalf of Art History's search committee I would like to express our gratitude for both your interest in a faculty position in UMass Dartmouth's Art History Department and for the pleasure of being able to get to know more about you by telephone. Recently, the search committee identified the finalists in our search. I regret that it is my responsibility to inform you that your name is not on that list. Our decision was not an easy one. We would especially like you to know as well that we wish you every success in your search for a suitable position.""
Campus Interview: brief and unofficial email saying campus invites were in the process of being made and that while I was not a candidate, they might be in touch if all of those aren't accepted...(3/6); Phone call 3-14 to arrange campus interview end of March.
Thanks!
Offer:

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,,unknown,unknown,"University of Montevallo, Montevallo, AL","University of Montevallo, Montevallo, AL
Teach art history classes primarily ancient to Renaissance, directed study and undergraduate research classes, academic advising, assist with development of art history program, direct Visual Resource Collection and serve as library liaison, pursue scholarship in field, engage in university, professional, community service. Official applications are made online at https://jobs.montevallo.edu. Complete application will require a letter of application, curriculum vitae, unofficial graduate transcript(s), list of three references with affiliations, statement of teaching philosophy, and samples of scholarly work/publications. Correspondence to: Prof. Kelly Wacker, Art History Search Committee Chair, Department of Art, Station 6400, University of Montevallo, Montevallo, Alabama 35115.
First Round Interview: CAA or phone interview requested via email 1/26 x4
Rejection: letter (4/5)
Campus Interview: news? (3/7) any news on this one? (4/2); I received an email last week saying that I should expect more information by email at the end of last week. I haven't heard anything yet though. Also, I wasn't sure if they meant that they had already done campus interviews and had an offer out or what. Not sure they even had campus interviews. Confusing enough? :) (4/2)
Offer: made and accepted according to rejection letter (4/5)

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,,TRUE,assistant_prof,University of Pennsylvania ,"University of Pennsylvania 
With a tradition of strength in art/architecture of the Mediterranean and of inter-departmental collaboration, Penn seeks a scholar-teacher with wide-ranging regional interests, potentially including colonial regions, spanning the period from medieval to early modern (1300-1750). Teaching responsibilities include lectures and seminars in specialty, plus periodic participation in co-taught survey. Completion of Ph.D. is expected prior to appointment. Applications are to be submitted on-line at http://facultysearches.provost.upenn.edu/applicants/Central?quickFind=50952 Include a cover letter, CV, and writing sample. Also provide the contact information for three individuals who have agreed to provide a letter of reference.
Review of applications will begin 12/1/11 and continue until the position is filled. The University of Pennsylvania is an affirmative action/equal opportunity employer.
First Round Interview: scheduled for CAA by email 1/16 x3; 2/13 x2
Any word on the campus visits?
Rejection: (impressive) rejection received (3/8)
Campus Interview: word of mouth - campus visits have begun (x3)
Offer: the offer was made; accepted by David Kim (PhD Harvard, 2009)
Congrats David!
I heard that the offer was a double one.
Remarkable passage from the rejection letter (received on 3/26): ""It is gratifying, at least, to see that this field is finally a target of numerous other job searches, and while we now have to compete with some other outstanding programs for our own appointment, it is apparent that you will have other choices yourself if you are still willing to make a move to a new university setting"". - Also noted with astonishment at the lack of tact (3/28). Yes, are we really supposed to feel sorry for them that their finalists might get other offers?
-I fail to see what you people find so offensive in this language. They're just trying to be upbeat. Basically, they're saying ""we hope very much that you're able to find another position,"" just stated in stilted art-historican academese.
- I'm less offended at the message of that passage (insofar as I understand it) than at the horrible, convoluted writing. It sounds as if it were run through Google Translator! So the only reason that you, the rejected candidate, do not have ""other choices"" is that you are unwilling to relocate? WTF? And Early Modern Italy is ""finally"" the target of other job searches?
--My suggestion is don't read the rejection letters too closely. If you don't, you won't get angry over them. It doesn't pay and ends up slowly erroding your self-esteem. Take it from someone who's received a lot of rejection letters. (And yes, that passage was convoluted!)

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, assistant_prof",TRUE,assistant_prof,"University of Pittsburgh, Pittsburgh, PA","University of Pittsburgh, Pittsburgh, PA
The Department of History of Art and Architecture at the University of Pittsburgh seeks to hire an assistant professor in the tenure stream, in any field in pre-modern European studies (any time period before 1750). The starting date is September 1, 2012. We welcome applications from scholars who take a Mediterranean or global perspective, as well as from those more geographically focused within Europe itself. We are particularly interested in attracting applicants with innovative approaches to their field, whatever their field may be, and who are committed to connecting their area of specialty to larger intellectual frameworks that cut across field and disciplines. The department has recently reorganized itself with this goal in mind; see: http://www.haa.pitt.edu/about/index.html.The department is also committed to outstanding teaching at both undergraduate and graduate levels. Review begins December 1, 2011.
ANY news from PITT? Much obliged.
First Round Interview: Skype interview scheduled by email 1/20 for early February
Anyone know if they're interviewing at CAA? They aren't; finalists invited to campus on 2/10
Rejection: letter by mail 2/13 (x4)
Campus Interview:
Offer: Offer made to a medievalist, and happily accepted (3/20)
Congrats!! (x2)

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, assistant_prof",TRUE,assistant_prof,University of Southern Indiana,"University of Southern Indiana
Collegial Art Department at the University of Southern Indiana invites applications for a tenure track Assistant Professor of Art History position to begin August 2012. The applicant must hold a PhD in Medieval, Renaissance, or Baroque Art and be capable of teaching junior-level courses in these three areas in rotation. Additional responsibilities include teaching a two-semester Western Survey and special topics seminars in areas of her/his choosing. We seek a teacher with excellent communication skills who also engages actively in scholarship, and who will participate in service to the department, college, university, and community. University teaching experience beyond teaching assistantships and the ability to use ARTstor and OIV are strongly preferred.
Application materials must be submitted on-line at the USI Human Resources web page at www.usi.edu/hr/employment. Please send materials to the attention of Dr. Hilary Braysmith, Art History Search Chair, Department of Art. Please include letter of application, curriculum vitae, statement of teaching philosophy and/or pedagogy, statement of scholarly interests/accomplishments/potential, examples of teaching materials, and full contact information for three professional references, including email addresses. Review of applications begins October 14 and continues until position is filled.
First Round Interview: Phone Nov. 9-11 X 3, Request for additional materials: Nov. 15 X 2
Rejection:
Campus Interview: Mid-January X 2
Offer: Offer made and accepted. [posted 1/31]

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,"tt, assistant_prof, associate_prof",TRUE,"assistant_prof, associate_prof",University of Wisconsin-Madison,"University of Wisconsin-Madison
The Department of Art History at the University of Wisconsin-Madison invites applications for the position of Assistant Professor (tenure track) in Early Modern Northern European Art, Architecture, Material and/or Visual Culture. Preference will be given to candidates whose research focuses on France, Germany or the Netherlands in the early modern period broadly defined. Responsibilities will include teaching a range of survey and topics courses in the early modern at the undergraduate and graduate level. We expect the candidate to contribute to broader introductory survey courses as well. The candidate will also supervise undergraduate theses, M.A. papers, and Ph.D. dissertations in their areas of research specialization. Research and teaching areas of particular interest to the department include: the history of the book and print culture; religious practices; theories of the image; global trade and cultural exchange; cross-influence between science and art (e.g., optics, perspective, botany, mapping, anatomy); the history of collecting, wonder, and the exotic; and the development of vernacular architecture. The ideal candidate would help us achieve our strategic priorities of developing a museum studies track, and play a leading role in global studies on campus. The candidate should also be willing to contribute to broader interdisciplinary programs on campus in which our faculty are involved such as the programs in Buildings-Landscapes-Cultures, early modern studies, German studies, Dutch studies, material culture studies, religious studies, and visual culture studies.
Applications should be submitted via email to the search chair Jill H. Casid, Associate Professor of Visual Culture Studies, Department of Art History, University of Wisconsin-Madison at jhcasid@wisc.edu. Applications should include the following materials as electronic attachments in PDF format: a cover letter, a curriculum vitae, names of three current references with phone numbers and email addresses, a copy of graduate transcripts, and an article or representative dissertation chapter as a writing sample. To guarantee consideration, complete applications must be received by January 17, 2012. Top candidates will be selected for interviews at the CAA annual meeting in Los Angeles and letters of reference and sample syllabi will be requested at that time.
First Round Interview: CAA interview scheduled by e-mail (posted 2/6)
Rejection: Anything here post CAA? Much obliged. - rejection email 3/2
Campus Interview: 5 candidate visits listed on website: http://arthistory.wisc.edu/
Offer: Has a hire been made? yes

",1
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,Early Modern Europe,,FALSE,unknown,Walters Art Museum,"Walters Art Museum
Assistant/Associate Curator of Renaissance/Baroque Art, Specialist in Italian Renaissance
Location: Baltimore, MD
http://thewalters.org/about/jobs/jobdetails.aspx?jd=146 Deadline: March 2, 2012 DEADLINE HAS BEEN POSTPONED: MARCH 16.
Interview: Any news?!?
First interviews scheduled for July 2 (6/22)
Rejection:
Offer:

",1
